Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN,Cellpose,StarDist
21037b2c-2d07-4e15-8_5_1648_1600_2048_2000.png,9,7,7,7,8,7,7,6,7
21037b2c-2d07-4e15-8_5_0_1648_400_2048.png,8,8,8,8,8,8,8,7,8
21037b2c-2d07-4e15-8_5_320_1648_720_2048.png,13,14,13,12,12,13,12,12,21
21037b2c-2d07-4e15-8_5_640_1648_1040_2048.png,18,17,19,18,18,18,18,15,26
21037b2c-2d07-4e15-8_5_960_1648_1360_2048.png,18,18,20,18,20,20,17,15,12
21037b2c-2d07-4e15-8_5_1280_1648_1680_2048.png,12,14,13,13,13,13,13,9,6
21037b2c-2d07-4e15-8_5_1600_1648_2000_2048.png,6,7,6,5,7,6,5,5,3
21037b2c-2d07-4e15-8_5_1648_1648_2048_2048.png,6,6,7,7,6,6,6,5,5
2419f921-d9c8-4087-b_6_0_0_400_400.png,8,8,8,9,8,9,9,4,6
2419f921-d9c8-4087-b_6_320_0_720_400.png,15,15,15,13,13,14,13,12,14
2419f921-d9c8-4087-b_6_640_0_1040_400.png,7,9,8,7,8,8,7,5,4
2419f921-d9c8-4087-b_6_960_0_1360_400.png,7,9,9,6,8,9,7,4,4
2419f921-d9c8-4087-b_6_1280_0_1680_400.png,9,7,7,7,7,7,9,5,4
2419f921-d9c8-4087-b_6_1600_0_2000_400.png,11,11,10,11,11,11,11,7,11
2419f921-d9c8-4087-b_6_1648_0_2048_400.png,11,10,10,11,11,11,11,8,11
2419f921-d9c8-4087-b_6_0_320_400_720.png,17,18,17,17,17,18,17,16,21
2419f921-d9c8-4087-b_6_320_320_720_720.png,20,20,20,20,20,20,20,18,29
2419f921-d9c8-4087-b_6_640_320_1040_720.png,23,21,21,21,21,21,21,22,28
2419f921-d9c8-4087-b_6_960_320_1360_720.png,25,24,24,24,25,25,24,27,31
2419f921-d9c8-4087-b_6_1280_320_1680_720.png,16,15,15,15,16,14,14,15,16
2419f921-d9c8-4087-b_6_1600_320_2000_720.png,12,12,11,10,13,11,9,9,10
2419f921-d9c8-4087-b_6_1648_320_2048_720.png,10,9,9,9,10,10,7,7,7
2419f921-d9c8-4087-b_6_0_640_400_1040.png,9,10,9,9,9,9,9,10,9
2419f921-d9c8-4087-b_6_320_640_720_1040.png,16,17,17,16,17,17,16,18,18
2419f921-d9c8-4087-b_6_640_640_1040_1040.png,15,15,15,14,15,15,14,14,12
2419f921-d9c8-4087-b_6_960_640_1360_1040.png,18,20,22,18,22,21,19,19,22
2419f921-d9c8-4087-b_6_1280_640_1680_1040.png,12,11,11,11,11,11,12,13,12
2419f921-d9c8-4087-b_6_1600_640_2000_1040.png,5,5,5,5,5,5,5,5,7
2419f921-d9c8-4087-b_6_1648_640_2048_1040.png,5,5,5,5,5,5,5,5,7
2419f921-d9c8-4087-b_6_0_960_400_1360.png,10,11,10,10,10,10,9,14,10
2419f921-d9c8-4087-b_6_320_960_720_1360.png,9,9,9,9,9,9,9,9,9
2419f921-d9c8-4087-b_6_640_960_1040_1360.png,9,9,9,9,9,9,9,10,11
2419f921-d9c8-4087-b_6_960_960_1360_1360.png,11,12,12,11,12,12,11,16,13
2419f921-d9c8-4087-b_6_1280_960_1680_1360.png,6,6,6,6,6,6,6,7,6
2419f921-d9c8-4087-b_6_1600_960_2000_1360.png,1,0,0,0,0,0,0,0,2
2419f921-d9c8-4087-b_6_1648_960_2048_1360.png,1,0,0,0,0,0,0,0,1
2419f921-d9c8-4087-b_6_0_1280_400_1680.png,12,14,13,13,12,12,12,15,11
2419f921-d9c8-4087-b_6_320_1280_720_1680.png,8,8,8,8,8,8,8,10,9
2419f921-d9c8-4087-b_6_640_1280_1040_1680.png,15,15,15,15,15,15,15,18,16
2419f921-d9c8-4087-b_6_960_1280_1360_1680.png,12,13,13,12,13,14,12,13,14
2419f921-d9c8-4087-b_6_1280_1280_1680_1680.png,0,0,0,0,0,0,0,0,2
2419f921-d9c8-4087-b_6_1600_1280_2000_1680.png,0,0,0,0,0,0,0,0,3
2419f921-d9c8-4087-b_6_1648_1280_2048_1680.png,0,2,2,0,0,2,0,0,3
2419f921-d9c8-4087-b_6_0_1600_400_2000.png,7,7,7,8,7,6,6,6,9
2419f921-d9c8-4087-b_6_320_1600_720_2000.png,11,11,11,11,10,12,11,11,14
2419f921-d9c8-4087-b_6_640_1600_1040_2000.png,10,10,10,10,10,10,10,11,12
2419f921-d9c8-4087-b_6_960_1600_1360_2000.png,12,12,12,12,12,12,12,11,16
2419f921-d9c8-4087-b_6_1280_1600_1680_2000.png,8,7,7,7,7,7,7,6,7
2419f921-d9c8-4087-b_6_1600_1600_2000_2000.png,3,3,3,3,3,3,3,3,6
2419f921-d9c8-4087-b_6_1648_1600_2048_2000.png,3,3,3,3,3,3,3,3,6
2419f921-d9c8-4087-b_6_0_1648_400_2048.png,6,6,6,7,6,6,5,5,11
2419f921-d9c8-4087-b_6_320_1648_720_2048.png,15,15,15,15,15,16,16,15,17
2419f921-d9c8-4087-b_6_640_1648_1040_2048.png,14,15,15,14,15,15,14,14,17
2419f921-d9c8-4087-b_6_960_1648_1360_2048.png,14,14,14,14,14,14,14,12,16
2419f921-d9c8-4087-b_6_1280_1648_1680_2048.png,8,8,8,7,8,8,8,8,10
2419f921-d9c8-4087-b_6_1600_1648_2000_2048.png,5,5,5,5,6,6,6,5,5
2419f921-d9c8-4087-b_6_1648_1648_2048_2048.png,5,5,5,5,6,5,5,5,5
29b5d266-9ad5-4bd4-8_7_0_0_400_400.png,19,20,20,17,18,19,18,15,26
29b5d266-9ad5-4bd4-8_7_320_0_720_400.png,12,13,14,12,12,14,12,11,15
29b5d266-9ad5-4bd4-8_7_640_0_1040_400.png,11,11,12,12,11,13,12,10,8
29b5d266-9ad5-4bd4-8_7_960_0_1360_400.png,10,10,10,9,10,10,9,7,11
29b5d266-9ad5-4bd4-8_7_1280_0_1680_400.png,10,10,9,6,10,11,6,5,9
29b5d266-9ad5-4bd4-8_7_1600_0_2000_400.png,6,6,6,6,7,6,6,4,9
29b5d266-9ad5-4bd4-8_7_1648_0_2048_400.png,6,7,5,5,6,5,5,4,8
29b5d266-9ad5-4bd4-8_7_0_320_400_720.png,23,25,26,21,24,22,21,24,31
29b5d266-9ad5-4bd4-8_7_320_320_720_720.png,17,17,17,17,16,17,16,17,23
29b5d266-9ad5-4bd4-8_7_640_320_1040_720.png,13,13,13,13,13,13,13,12,17
29b5d266-9ad5-4bd4-8_7_960_320_1360_720.png,7,6,6,6,7,7,6,6,10
29b5d266-9ad5-4bd4-8_7_1280_320_1680_720.png,4,4,4,4,4,4,4,4,9
29b5d266-9ad5-4bd4-8_7_1600_320_2000_720.png,6,6,6,6,6,6,6,6,8
29b5d266-9ad5-4bd4-8_7_1648_320_2048_720.png,7,7,7,7,7,7,7,7,10
29b5d266-9ad5-4bd4-8_7_0_640_400_1040.png,17,19,18,18,18,18,17,18,19
29b5d266-9ad5-4bd4-8_7_320_640_720_1040.png,12,14,15,13,14,14,13,14,22
29b5d266-9ad5-4bd4-8_7_640_640_1040_1040.png,11,10,11,10,10,10,10,12,14
29b5d266-9ad5-4bd4-8_7_960_640_1360_1040.png,3,3,3,3,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1280_640_1680_1040.png,2,2,2,2,2,2,2,1,2
29b5d266-9ad5-4bd4-8_7_1600_640_2000_1040.png,4,4,4,4,4,4,4,4,6
29b5d266-9ad5-4bd4-8_7_1648_640_2048_1040.png,4,4,4,4,4,4,4,4,6
29b5d266-9ad5-4bd4-8_7_0_960_400_1360.png,6,6,5,5,6,6,5,6,5
29b5d266-9ad5-4bd4-8_7_320_960_720_1360.png,4,4,4,4,4,4,4,6,8
29b5d266-9ad5-4bd4-8_7_640_960_1040_1360.png,4,4,4,4,4,4,4,6,5
29b5d266-9ad5-4bd4-8_7_960_960_1360_1360.png,3,3,3,3,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1280_960_1680_1360.png,5,6,5,5,5,5,5,8,6
29b5d266-9ad5-4bd4-8_7_1600_960_2000_1360.png,9,10,10,9,9,9,9,12,12
29b5d266-9ad5-4bd4-8_7_1648_960_2048_1360.png,9,10,9,9,9,9,9,11,14
29b5d266-9ad5-4bd4-8_7_0_1280_400_1680.png,8,9,9,9,9,9,9,10,10
29b5d266-9ad5-4bd4-8_7_320_1280_720_1680.png,1,0,0,0,0,0,0,0,1
29b5d266-9ad5-4bd4-8_7_640_1280_1040_1680.png,0,0,0,0,0,0,0,0,7
29b5d266-9ad5-4bd4-8_7_960_1280_1360_1680.png,1,0,0,0,0,0,0,0,2
29b5d266-9ad5-4bd4-8_7_1280_1280_1680_1680.png,5,5,5,5,5,5,5,5,6
29b5d266-9ad5-4bd4-8_7_1600_1280_2000_1680.png,5,5,5,5,5,5,5,6,6
29b5d266-9ad5-4bd4-8_7_1648_1280_2048_1680.png,6,6,6,6,6,6,6,7,9
29b5d266-9ad5-4bd4-8_7_0_1600_400_2000.png,10,13,13,10,11,12,10,9,16
29b5d266-9ad5-4bd4-8_7_320_1600_720_2000.png,5,5,5,5,6,5,5,5,9
29b5d266-9ad5-4bd4-8_7_640_1600_1040_2000.png,2,2,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_960_1600_1360_2000.png,2,2,2,2,2,2,2,1,3
29b5d266-9ad5-4bd4-8_7_1280_1600_1680_2000.png,3,3,3,3,3,3,3,3,5
29b5d266-9ad5-4bd4-8_7_1600_1600_2000_2000.png,4,5,4,4,4,4,4,3,6
29b5d266-9ad5-4bd4-8_7_1648_1600_2048_2000.png,4,5,4,4,4,4,4,3,6
29b5d266-9ad5-4bd4-8_7_0_1648_400_2048.png,8,11,11,8,11,9,8,8,17
29b5d266-9ad5-4bd4-8_7_320_1648_720_2048.png,5,5,5,5,6,5,5,6,9
29b5d266-9ad5-4bd4-8_7_640_1648_1040_2048.png,2,2,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_960_1648_1360_2048.png,2,2,2,2,2,2,2,1,3
29b5d266-9ad5-4bd4-8_7_1280_1648_1680_2048.png,1,0,0,0,0,0,0,2,6
29b5d266-9ad5-4bd4-8_7_1600_1648_2000_2048.png,3,4,3,3,3,3,3,4,4
29b5d266-9ad5-4bd4-8_7_1648_1648_2048_2048.png,3,4,3,3,3,3,3,4,4
310fdaa3-c65f-4cdc-b_8_0_0_400_400.png,9,9,10,9,9,9,9,7,12
310fdaa3-c65f-4cdc-b_8_320_0_720_400.png,12,12,12,12,12,12,12,11,15
310fdaa3-c65f-4cdc-b_8_640_0_1040_400.png,16,18,18,16,18,18,16,13,23
310fdaa3-c65f-4cdc-b_8_960_0_1360_400.png,15,17,18,15,18,19,15,12,16
310fdaa3-c65f-4cdc-b_8_1280_0_1680_400.png,12,12,12,12,13,12,12,9,17
310fdaa3-c65f-4cdc-b_8_1600_0_2000_400.png,15,17,16,15,17,16,16,18,19
310fdaa3-c65f-4cdc-b_8_1648_0_2048_400.png,16,18,18,16,18,17,17,18,17
310fdaa3-c65f-4cdc-b_8_0_320_400_720.png,2,2,2,2,2,2,2,1,1
310fdaa3-c65f-4cdc-b_8_320_320_720_720.png,5,5,5,5,5,5,5,5,6
310fdaa3-c65f-4cdc-b_8_640_320_1040_720.png,2,3,4,3,3,3,3,3,5
310fdaa3-c65f-4cdc-b_8_960_320_1360_720.png,5,5,6,6,5,5,4,4,6
310fdaa3-c65f-4cdc-b_8_1280_320_1680_720.png,2,2,2,2,2,2,2,5,4
310fdaa3-c65f-4cdc-b_8_1600_320_2000_720.png,4,4,4,4,4,4,4,4,5
310fdaa3-c65f-4cdc-b_8_1648_320_2048_720.png,4,4,4,4,4,4,4,4,5
310fdaa3-c65f-4cdc-b_8_0_640_400_1040.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_320_640_720_1040.png,1,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_640_640_1040_1040.png,1,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_960_640_1360_1040.png,1,0,0,0,0,0,0,1,1
310fdaa3-c65f-4cdc-b_8_1280_640_1680_1040.png,1,0,0,0,0,0,0,2,1
310fdaa3-c65f-4cdc-b_8_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_960_400_1360.png,0,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_320_960_720_1360.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_640_960_1040_1360.png,2,2,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_960_960_1360_1360.png,2,2,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1280_960_1680_1360.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1600_960_2000_1360.png,0,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_1648_960_2048_1360.png,0,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_0_1280_400_1680.png,6,4,4,4,4,4,4,4,5
310fdaa3-c65f-4cdc-b_8_320_1280_720_1680.png,4,6,6,6,6,8,6,4,5
310fdaa3-c65f-4cdc-b_8_640_1280_1040_1680.png,2,2,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_960_1280_1360_1680.png,2,2,2,2,2,2,2,0,2
310fdaa3-c65f-4cdc-b_8_1280_1280_1680_1680.png,2,2,2,2,2,2,2,1,2
310fdaa3-c65f-4cdc-b_8_1600_1280_2000_1680.png,1,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_1648_1280_2048_1680.png,0,0,0,0,0,0,0,0,1
310fdaa3-c65f-4cdc-b_8_0_1600_400_2000.png,10,7,8,7,9,9,7,6,8
310fdaa3-c65f-4cdc-b_8_320_1600_720_2000.png,8,13,11,8,12,12,10,6,10
310fdaa3-c65f-4cdc-b_8_640_1600_1040_2000.png,10,9,8,7,10,9,7,6,11
310fdaa3-c65f-4cdc-b_8_960_1600_1360_2000.png,10,8,8,7,8,8,8,3,4
310fdaa3-c65f-4cdc-b_8_1280_1600_1680_2000.png,2,2,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1600_1600_2000_2000.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_1600_2048_2000.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_1648_400_2048.png,9,6,7,7,8,8,6,6,7
310fdaa3-c65f-4cdc-b_8_320_1648_720_2048.png,8,11,10,7,10,10,9,4,10
310fdaa3-c65f-4cdc-b_8_640_1648_1040_2048.png,9,10,9,8,10,9,7,5,12
310fdaa3-c65f-4cdc-b_8_960_1648_1360_2048.png,10,9,8,8,9,9,8,4,4
310fdaa3-c65f-4cdc-b_8_1280_1648_1680_2048.png,2,2,2,2,2,2,2,2,3
310fdaa3-c65f-4cdc-b_8_1600_1648_2000_2048.png,0,0,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_1648_2048_2048.png,0,0,0,0,0,0,0,0,0
339d6a4b-4d37-4471-9_9_0_0_400_400.png,15,14,15,14,15,15,13,12,15
339d6a4b-4d37-4471-9_9_320_0_720_400.png,9,11,11,9,10,10,7,7,9
339d6a4b-4d37-4471-9_9_640_0_1040_400.png,25,19,19,18,18,22,13,9,18
339d6a4b-4d37-4471-9_9_960_0_1360_400.png,2,4,3,4,3,3,3,2,1
339d6a4b-4d37-4471-9_9_1280_0_1680_400.png,2,4,2,2,3,3,2,1,3
339d6a4b-4d37-4471-9_9_1600_0_2000_400.png,14,14,20,12,14,14,10,6,6
339d6a4b-4d37-4471-9_9_1648_0_2048_400.png,15,17,21,14,18,19,12,9,6
339d6a4b-4d37-4471-9_9_0_320_400_720.png,28,28,28,24,28,27,24,21,26
339d6a4b-4d37-4471-9_9_320_320_720_720.png,25,25,23,21,24,22,19,18,31
339d6a4b-4d37-4471-9_9_640_320_1040_720.png,30,30,29,24,28,27,23,15,31
339d6a4b-4d37-4471-9_9_960_320_1360_720.png,22,25,23,22,23,24,21,20,38
339d6a4b-4d37-4471-9_9_1280_320_1680_720.png,32,31,29,27,31,31,26,23,37
339d6a4b-4d37-4471-9_9_1600_320_2000_720.png,28,34,37,28,37,36,28,21,39
339d6a4b-4d37-4471-9_9_1648_320_2048_720.png,30,38,41,28,36,38,28,22,39
339d6a4b-4d37-4471-9_9_0_640_400_1040.png,26,28,27,24,29,29,23,16,16
339d6a4b-4d37-4471-9_9_320_640_720_1040.png,39,39,42,33,41,41,33,30,40
339d6a4b-4d37-4471-9_9_640_640_1040_1040.png,34,35,34,30,32,31,30,30,38
339d6a4b-4d37-4471-9_9_960_640_1360_1040.png,36,42,38,32,36,39,29,31,40
339d6a4b-4d37-4471-9_9_1280_640_1680_1040.png,36,40,39,30,41,40,31,28,44
339d6a4b-4d37-4471-9_9_1600_640_2000_1040.png,23,29,30,22,28,29,23,20,25
339d6a4b-4d37-4471-9_9_1648_640_2048_1040.png,19,22,21,19,22,20,19,17,21
339d6a4b-4d37-4471-9_9_0_960_400_1360.png,33,33,36,29,35,33,27,25,26
339d6a4b-4d37-4471-9_9_320_960_720_1360.png,31,35,34,29,31,32,27,22,34
339d6a4b-4d37-4471-9_9_640_960_1040_1360.png,35,34,34,32,33,33,33,29,44
339d6a4b-4d37-4471-9_9_960_960_1360_1360.png,20,18,18,17,19,18,16,17,19
339d6a4b-4d37-4471-9_9_1280_960_1680_1360.png,22,24,24,20,25,26,22,22,27
339d6a4b-4d37-4471-9_9_1600_960_2000_1360.png,14,19,20,15,18,20,14,14,17
339d6a4b-4d37-4471-9_9_1648_960_2048_1360.png,13,15,16,13,15,15,11,12,15
339d6a4b-4d37-4471-9_9_0_1280_400_1680.png,32,34,34,33,33,34,32,30,44
339d6a4b-4d37-4471-9_9_320_1280_720_1680.png,32,35,35,34,33,36,33,30,37
339d6a4b-4d37-4471-9_9_640_1280_1040_1680.png,24,23,23,23,23,24,23,24,29
339d6a4b-4d37-4471-9_9_960_1280_1360_1680.png,11,15,15,14,14,16,14,13,7
339d6a4b-4d37-4471-9_9_1280_1280_1680_1680.png,19,19,19,17,17,18,15,13,19
339d6a4b-4d37-4471-9_9_1600_1280_2000_1680.png,26,25,23,23,23,24,24,18,17
339d6a4b-4d37-4471-9_9_1648_1280_2048_1680.png,21,22,20,21,20,21,21,16,13
339d6a4b-4d37-4471-9_9_0_1600_400_2000.png,43,44,42,36,41,43,34,33,47
339d6a4b-4d37-4471-9_9_320_1600_720_2000.png,48,42,39,36,43,41,35,32,51
339d6a4b-4d37-4471-9_9_640_1600_1040_2000.png,27,29,30,26,30,29,27,22,35
339d6a4b-4d37-4471-9_9_960_1600_1360_2000.png,31,34,32,31,36,34,30,23,31
339d6a4b-4d37-4471-9_9_1280_1600_1680_2000.png,38,36,32,29,32,33,30,22,51
339d6a4b-4d37-4471-9_9_1600_1600_2000_2000.png,41,39,37,31,37,38,31,25,34
339d6a4b-4d37-4471-9_9_1648_1600_2048_2000.png,37,36,35,33,35,35,32,25,30
339d6a4b-4d37-4471-9_9_0_1648_400_2048.png,42,43,44,35,42,44,34,33,52
339d6a4b-4d37-4471-9_9_320_1648_720_2048.png,42,36,35,30,40,37,28,26,43
339d6a4b-4d37-4471-9_9_640_1648_1040_2048.png,23,28,25,23,28,27,23,19,29
339d6a4b-4d37-4471-9_9_960_1648_1360_2048.png,27,28,27,25,29,29,25,21,31
339d6a4b-4d37-4471-9_9_1280_1648_1680_2048.png,33,33,30,27,29,31,27,19,48
339d6a4b-4d37-4471-9_9_1600_1648_2000_2048.png,38,35,36,35,36,36,33,28,38
339d6a4b-4d37-4471-9_9_1648_1648_2048_2048.png,36,38,38,35,38,37,33,28,36
3aaa9224-2a9a-4554-a_10_0_0_400_400.png,1,3,3,2,2,3,2,0,0
3aaa9224-2a9a-4554-a_10_320_0_720_400.png,4,5,5,4,4,5,5,1,0
3aaa9224-2a9a-4554-a_10_640_0_1040_400.png,9,11,11,10,10,11,11,4,2
3aaa9224-2a9a-4554-a_10_960_0_1360_400.png,10,13,12,10,11,12,11,2,3
3aaa9224-2a9a-4554-a_10_1280_0_1680_400.png,7,8,8,7,8,8,7,3,5
3aaa9224-2a9a-4554-a_10_1600_0_2000_400.png,8,8,9,7,7,8,7,1,0
3aaa9224-2a9a-4554-a_10_1648_0_2048_400.png,8,9,9,7,7,8,7,1,1
3aaa9224-2a9a-4554-a_10_0_320_400_720.png,0,0,0,0,0,0,0,0,2
3aaa9224-2a9a-4554-a_10_320_320_720_720.png,2,2,2,2,2,2,2,1,1
3aaa9224-2a9a-4554-a_10_640_320_1040_720.png,5,5,5,5,5,5,5,3,3
3aaa9224-2a9a-4554-a_10_960_320_1360_720.png,12,12,12,12,12,12,12,7,9
3aaa9224-2a9a-4554-a_10_1280_320_1680_720.png,10,10,10,10,10,10,10,8,8
3aaa9224-2a9a-4554-a_10_1600_320_2000_720.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_320_2048_720.png,0,0,0,0,0,0,0,1,1
3aaa9224-2a9a-4554-a_10_0_640_400_1040.png,0,0,0,0,0,0,0,0,1
3aaa9224-2a9a-4554-a_10_320_640_720_1040.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_640_640_1040_1040.png,4,4,4,4,4,4,4,2,2
3aaa9224-2a9a-4554-a_10_960_640_1360_1040.png,3,3,3,3,3,3,3,3,4
3aaa9224-2a9a-4554-a_10_1280_640_1680_1040.png,2,2,2,2,2,2,2,2,4
3aaa9224-2a9a-4554-a_10_1600_640_2000_1040.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_640_2048_1040.png,0,0,0,0,0,0,0,0,2
3aaa9224-2a9a-4554-a_10_0_960_400_1360.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_960_720_1360.png,0,0,0,0,0,0,0,0,1
3aaa9224-2a9a-4554-a_10_640_960_1040_1360.png,1,0,0,0,0,0,0,0,1
3aaa9224-2a9a-4554-a_10_960_960_1360_1360.png,0,0,0,0,0,0,0,0,1
3aaa9224-2a9a-4554-a_10_1280_960_1680_1360.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1600_960_2000_1360.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_960_2048_1360.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_0_1280_400_1680.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_1280_720_1680.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_640_1280_1040_1680.png,1,0,0,0,0,0,0,0,1
3aaa9224-2a9a-4554-a_10_960_1280_1360_1680.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1280_1280_1680_1680.png,0,0,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1600_1280_2000_1680.png,5,5,5,5,5,5,5,3,6
3aaa9224-2a9a-4554-a_10_1648_1280_2048_1680.png,5,5,5,5,5,5,5,3,8
3aaa9224-2a9a-4554-a_10_0_1600_400_2000.png,4,3,4,4,5,5,5,0,0
3aaa9224-2a9a-4554-a_10_320_1600_720_2000.png,2,3,4,3,5,3,3,1,0
3aaa9224-2a9a-4554-a_10_640_1600_1040_2000.png,12,14,15,12,15,12,12,5,1
3aaa9224-2a9a-4554-a_10_960_1600_1360_2000.png,16,18,17,13,17,17,13,6,1
3aaa9224-2a9a-4554-a_10_1280_1600_1680_2000.png,15,18,17,16,16,17,14,4,0
3aaa9224-2a9a-4554-a_10_1600_1600_2000_2000.png,18,18,17,17,20,22,16,10,11
3aaa9224-2a9a-4554-a_10_1648_1600_2048_2000.png,19,20,21,18,22,23,18,11,12
3aaa9224-2a9a-4554-a_10_0_1648_400_2048.png,4,4,4,3,5,6,5,0,1
3aaa9224-2a9a-4554-a_10_320_1648_720_2048.png,4,6,5,5,6,5,5,1,0
3aaa9224-2a9a-4554-a_10_640_1648_1040_2048.png,20,20,21,18,22,20,18,10,1
3aaa9224-2a9a-4554-a_10_960_1648_1360_2048.png,21,24,24,19,24,25,18,9,3
3aaa9224-2a9a-4554-a_10_1280_1648_1680_2048.png,18,21,20,17,20,20,17,4,2
3aaa9224-2a9a-4554-a_10_1600_1648_2000_2048.png,18,20,19,17,20,23,16,8,13
3aaa9224-2a9a-4554-a_10_1648_1648_2048_2048.png,18,21,22,17,22,23,17,12,13
3f33d2e8-948c-4920-b_11_0_0_400_400.png,18,21,20,20,23,24,19,13,12
3f33d2e8-948c-4920-b_11_320_0_720_400.png,20,22,18,17,24,23,14,9,10
3f33d2e8-948c-4920-b_11_640_0_1040_400.png,10,9,8,7,9,8,7,5,6
3f33d2e8-948c-4920-b_11_960_0_1360_400.png,7,10,11,8,11,9,6,4,6
3f33d2e8-948c-4920-b_11_1280_0_1680_400.png,7,11,9,8,10,9,7,3,1
3f33d2e8-948c-4920-b_11_1600_0_2000_400.png,7,6,8,7,8,7,7,3,2
3f33d2e8-948c-4920-b_11_1648_0_2048_400.png,8,8,7,7,10,8,7,5,3
3f33d2e8-948c-4920-b_11_0_320_400_720.png,26,25,25,22,26,25,23,19,16
3f33d2e8-948c-4920-b_11_320_320_720_720.png,35,35,31,29,33,33,29,32,28
3f33d2e8-948c-4920-b_11_640_320_1040_720.png,27,30,30,26,29,28,24,26,35
3f33d2e8-948c-4920-b_11_960_320_1360_720.png,20,22,22,20,21,21,20,21,25
3f33d2e8-948c-4920-b_11_1280_320_1680_720.png,22,26,24,21,22,24,21,19,17
3f33d2e8-948c-4920-b_11_1600_320_2000_720.png,15,15,14,14,15,14,13,12,11
3f33d2e8-948c-4920-b_11_1648_320_2048_720.png,15,15,15,14,15,15,14,12,11
3f33d2e8-948c-4920-b_11_0_640_400_1040.png,13,13,13,12,12,12,12,14,13
3f33d2e8-948c-4920-b_11_320_640_720_1040.png,18,17,17,16,17,16,16,19,23
3f33d2e8-948c-4920-b_11_640_640_1040_1040.png,27,29,28,28,28,29,27,34,40
3f33d2e8-948c-4920-b_11_960_640_1360_1040.png,19,20,19,19,19,20,20,23,24
3f33d2e8-948c-4920-b_11_1280_640_1680_1040.png,14,15,15,14,15,15,14,17,20
3f33d2e8-948c-4920-b_11_1600_640_2000_1040.png,24,22,23,22,24,22,22,25,25
3f33d2e8-948c-4920-b_11_1648_640_2048_1040.png,25,23,23,22,24,23,23,24,25
3f33d2e8-948c-4920-b_11_0_960_400_1360.png,7,7,7,7,7,7,7,7,7
3f33d2e8-948c-4920-b_11_320_960_720_1360.png,9,9,9,9,9,9,9,9,9
3f33d2e8-948c-4920-b_11_640_960_1040_1360.png,17,18,18,17,19,18,17,19,20
3f33d2e8-948c-4920-b_11_960_960_1360_1360.png,14,14,14,14,14,14,14,18,17
3f33d2e8-948c-4920-b_11_1280_960_1680_1360.png,15,17,18,17,17,17,16,22,18
3f33d2e8-948c-4920-b_11_1600_960_2000_1360.png,26,26,27,24,26,26,24,25,27
3f33d2e8-948c-4920-b_11_1648_960_2048_1360.png,29,28,30,26,29,29,24,28,29
3f33d2e8-948c-4920-b_11_0_1280_400_1680.png,20,19,20,18,20,21,18,17,19
3f33d2e8-948c-4920-b_11_320_1280_720_1680.png,9,9,9,9,9,9,9,9,10
