Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN,Cellpose,StarDist
339d6a4b-4d37-4471-9_9_1648_0_2048_400.png,0.12895,0.14620625,0.1798625,0.12028125,0.17353125,0.18565625,0.1174,0.06456875,0.07851875
339d6a4b-4d37-4471-9_9_0_320_400_720.png,0.26260625,0.2591625,0.24478125,0.225575,0.241,0.2233875,0.2073875,0.1605,0.233825
339d6a4b-4d37-4471-9_9_320_320_720_720.png,0.24304375,0.21256875,0.198375,0.19214375,0.21370625,0.20759375,0.18155,0.15261875,0.243975
339d6a4b-4d37-4471-9_9_640_320_1040_720.png,0.19499375,0.2590875,0.23798125,0.2235875,0.23024375,0.2307375,0.2155625,0.098575,0.2491375
339d6a4b-4d37-4471-9_9_960_320_1360_720.png,0.2239,0.25025,0.22509375,0.20933125,0.21963125,0.225,0.20445,0.174125,0.32553125
339d6a4b-4d37-4471-9_9_1280_320_1680_720.png,0.3029375,0.323325,0.30020625,0.26173125,0.31740625,0.32269375,0.25914375,0.1958625,0.34569375
339d6a4b-4d37-4471-9_9_1600_320_2000_720.png,0.2698,0.34404375,0.35365,0.2722,0.363975,0.3570875,0.284325,0.15665625,0.34508125
339d6a4b-4d37-4471-9_9_1648_320_2048_720.png,0.2742125,0.3706625,0.3812125,0.2845125,0.343,0.361875,0.28035,0.18145625,0.31448125
339d6a4b-4d37-4471-9_9_0_640_400_1040.png,0.352,0.35715625,0.32991875,0.30211875,0.36745625,0.35429375,0.28755,0.18555,0.27714375
339d6a4b-4d37-4471-9_9_320_640_720_1040.png,0.4543,0.47126875,0.50193125,0.3836125,0.486625,0.47885625,0.35919375,0.28941875,0.3716
339d6a4b-4d37-4471-9_9_640_640_1040_1040.png,0.3413125,0.3787,0.37384375,0.3187625,0.32909375,0.3233875,0.31135625,0.26834375,0.33561875
339d6a4b-4d37-4471-9_9_960_640_1360_1040.png,0.33513125,0.38470625,0.35291875,0.2978,0.33314375,0.34645625,0.2924625,0.24449375,0.31205
339d6a4b-4d37-4471-9_9_1280_640_1680_1040.png,0.399675,0.41149375,0.35531875,0.31075,0.43218125,0.4030625,0.32596875,0.25154375,0.3797
339d6a4b-4d37-4471-9_9_1600_640_2000_1040.png,0.2606625,0.30121875,0.2942875,0.23203125,0.2906,0.2902625,0.253075,0.18615,0.22639375
339d6a4b-4d37-4471-9_9_1648_640_2048_1040.png,0.20749375,0.22985,0.22950625,0.20894375,0.22469375,0.21259375,0.2120875,0.15085,0.193875
339d6a4b-4d37-4471-9_9_0_960_400_1360.png,0.38695,0.38454375,0.42440625,0.34445625,0.4113,0.39231875,0.30786875,0.24136875,0.28550625
339d6a4b-4d37-4471-9_9_320_960_720_1360.png,0.31146875,0.32355,0.2893375,0.2816625,0.27751875,0.294225,0.258675,0.2086,0.2603625
339d6a4b-4d37-4471-9_9_640_960_1040_1360.png,0.3633125,0.3506,0.3381125,0.33334375,0.33780625,0.33915625,0.3281625,0.2759625,0.36144375
339d6a4b-4d37-4471-9_9_960_960_1360_1360.png,0.22058125,0.20186875,0.1961875,0.1963375,0.20869375,0.20116875,0.1959875,0.17833125,0.2308
339d6a4b-4d37-4471-9_9_1280_960_1680_1360.png,0.21993125,0.2221625,0.22349375,0.20420625,0.240125,0.24849375,0.20765625,0.17939375,0.22169375
339d6a4b-4d37-4471-9_9_1600_960_2000_1360.png,0.1639625,0.19211875,0.19891875,0.1602875,0.1798375,0.19940625,0.1413,0.11976875,0.17120625
339d6a4b-4d37-4471-9_9_1648_960_2048_1360.png,0.13483125,0.15080625,0.15318125,0.12749375,0.1273125,0.13685,0.116975,0.10784375,0.1438125
339d6a4b-4d37-4471-9_9_0_1280_400_1680.png,0.33615,0.358025,0.35135,0.33935625,0.3428375,0.36244375,0.3398125,0.25636875,0.331925
339d6a4b-4d37-4471-9_9_320_1280_720_1680.png,0.36053125,0.38795,0.38199375,0.36784375,0.358275,0.408325,0.3465625,0.27204375,0.3314875
339d6a4b-4d37-4471-9_9_640_1280_1040_1680.png,0.236475,0.2248,0.2161125,0.21584375,0.21730625,0.23095,0.2181125,0.20441875,0.25636875
339d6a4b-4d37-4471-9_9_960_1280_1360_1680.png,0.13233125,0.1641875,0.14366875,0.13101875,0.14275625,0.16143125,0.13031875,0.07611875,0.1045625
339d6a4b-4d37-4471-9_9_1280_1280_1680_1680.png,0.2073875,0.1906375,0.1995125,0.16821875,0.18670625,0.20094375,0.1559375,0.12123125,0.18753125
339d6a4b-4d37-4471-9_9_1600_1280_2000_1680.png,0.32831875,0.32426875,0.2933875,0.2917625,0.29615625,0.324175,0.30479375,0.20651875,0.27435625
339d6a4b-4d37-4471-9_9_1648_1280_2048_1680.png,0.280525,0.29198125,0.26430625,0.2838375,0.26655,0.29284375,0.2727625,0.19831875,0.19604375
339d6a4b-4d37-4471-9_9_0_1600_400_2000.png,0.42408125,0.49399375,0.44044375,0.41161875,0.43718125,0.50066875,0.38738125,0.28186875,0.43949375
339d6a4b-4d37-4471-9_9_320_1600_720_2000.png,0.46061875,0.456775,0.3897875,0.3706375,0.43225625,0.4193,0.3593875,0.2854625,0.47280625
339d6a4b-4d37-4471-9_9_640_1600_1040_2000.png,0.34575625,0.35635625,0.36401875,0.3115125,0.3595,0.363325,0.32596875,0.22591875,0.3801875
339d6a4b-4d37-4471-9_9_960_1600_1360_2000.png,0.42856875,0.43808125,0.41408125,0.41019375,0.45743125,0.44835,0.40684375,0.25975,0.4048375
339d6a4b-4d37-4471-9_9_1280_1600_1680_2000.png,0.3507625,0.41008125,0.3308375,0.29654375,0.32566875,0.34859375,0.30440625,0.1798875,0.3976
339d6a4b-4d37-4471-9_9_1600_1600_2000_2000.png,0.37788125,0.41420625,0.381475,0.3247625,0.37621875,0.39835625,0.33541875,0.2161375,0.34859375
339d6a4b-4d37-4471-9_9_1648_1600_2048_2000.png,0.35923125,0.39170625,0.35944375,0.34693125,0.357925,0.3700875,0.33933125,0.23215,0.36094375
339d6a4b-4d37-4471-9_9_0_1648_400_2048.png,0.40445625,0.46466875,0.42574375,0.3739625,0.42265625,0.46204375,0.3641,0.2719,0.450125
339d6a4b-4d37-4471-9_9_320_1648_720_2048.png,0.41173125,0.41004375,0.35145,0.31186875,0.4194625,0.38865,0.3025875,0.23544375,0.4806625
339d6a4b-4d37-4471-9_9_640_1648_1040_2048.png,0.2904,0.3348375,0.3000125,0.2604375,0.33305625,0.33530625,0.2777,0.182925,0.34853125
339d6a4b-4d37-4471-9_9_960_1648_1360_2048.png,0.358775,0.3683125,0.35046875,0.347075,0.37379375,0.3918375,0.34909375,0.2484875,0.372375
339d6a4b-4d37-4471-9_9_1280_1648_1680_2048.png,0.31968125,0.3995875,0.33826875,0.29265,0.31150625,0.351525,0.29131875,0.1629,0.39669375
339d6a4b-4d37-4471-9_9_1600_1648_2000_2048.png,0.36784375,0.38960625,0.38594375,0.39218125,0.38640625,0.39801875,0.37108125,0.2315875,0.40539375
339d6a4b-4d37-4471-9_9_1648_1648_2048_2048.png,0.36613125,0.40529375,0.38670625,0.382775,0.404725,0.40195,0.37674375,0.24875625,0.45424375
3aaa9224-2a9a-4554-a_10_0_0_400_400.png,0.0152,0.10133125,0.09345,0.02120625,0.02028125,0.093375,0.02149375,0.0,0.0
3aaa9224-2a9a-4554-a_10_320_0_720_400.png,0.04996875,0.05008125,0.04873125,0.04855,0.04726875,0.05075,0.0664875,0.00931875,0.0
3aaa9224-2a9a-4554-a_10_640_0_1040_400.png,0.143875,0.18279375,0.1583,0.13715,0.13809375,0.15733125,0.15989375,0.03778125,0.0181875
3aaa9224-2a9a-4554-a_10_960_0_1360_400.png,0.12895,0.1608625,0.138325,0.1290625,0.12674375,0.1489125,0.12594375,0.0162625,0.02808125
3aaa9224-2a9a-4554-a_10_1280_0_1680_400.png,0.09591875,0.11155625,0.10755,0.09005,0.09015625,0.1078375,0.08808125,0.03360625,0.05043125
3aaa9224-2a9a-4554-a_10_1600_0_2000_400.png,0.097,0.11064375,0.13815625,0.0929625,0.0897125,0.10965625,0.08830625,0.00561875,0.0
3aaa9224-2a9a-4554-a_10_1648_0_2048_400.png,0.09813125,0.130625,0.1315625,0.09398125,0.09384375,0.11403125,0.0899,0.00536875,0.037375
3aaa9224-2a9a-4554-a_10_0_320_400_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08894375
3aaa9224-2a9a-4554-a_10_320_320_720_720.png,0.020475,0.01955,0.0191125,0.01946875,0.01925625,0.01916875,0.019425,0.01639375,0.02004375
3aaa9224-2a9a-4554-a_10_640_320_1040_720.png,0.09153125,0.0894375,0.08735,0.0874625,0.08705,0.0885625,0.08763125,0.06556875,0.127325
3aaa9224-2a9a-4554-a_10_960_320_1360_720.png,0.2294,0.22601875,0.2183375,0.2187125,0.2220875,0.2223,0.21848125,0.08170625,0.17966875
3aaa9224-2a9a-4554-a_10_1280_320_1680_720.png,0.1289875,0.12751875,0.12479375,0.12580625,0.124375,0.12533125,0.1257875,0.1089,0.1377875
3aaa9224-2a9a-4554-a_10_1600_320_2000_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1648_320_2048_720.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.0004625
3aaa9224-2a9a-4554-a_10_0_640_400_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00203125
3aaa9224-2a9a-4554-a_10_320_640_720_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_640_640_1040_1040.png,0.0661,0.0642875,0.0631625,0.06343125,0.0621875,0.06301875,0.06335,0.039025,0.0537125
3aaa9224-2a9a-4554-a_10_960_640_1360_1040.png,0.0395125,0.03905,0.03843125,0.03841875,0.0374875,0.038525,0.0381625,0.03776875,0.04973125
3aaa9224-2a9a-4554-a_10_1280_640_1680_1040.png,0.0328125,0.03280625,0.03233125,0.0321,0.03188125,0.0318625,0.0318375,0.0310375,0.061825
3aaa9224-2a9a-4554-a_10_1600_640_2000_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1648_640_2048_1040.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010625
3aaa9224-2a9a-4554-a_10_0_960_400_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_320_960_720_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004875
3aaa9224-2a9a-4554-a_10_640_960_1040_1360.png,0.0074625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01005
3aaa9224-2a9a-4554-a_10_960_960_1360_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038125
3aaa9224-2a9a-4554-a_10_1280_960_1680_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1600_960_2000_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1648_960_2048_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_0_1280_400_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_320_1280_720_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_640_1280_1040_1680.png,0.00191875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002425
3aaa9224-2a9a-4554-a_10_960_1280_1360_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1280_1280_1680_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3aaa9224-2a9a-4554-a_10_1600_1280_2000_1680.png,0.06798125,0.06540625,0.06325625,0.0642625,0.06365625,0.06444375,0.06405625,0.02851875,0.08524375
3aaa9224-2a9a-4554-a_10_1648_1280_2048_1680.png,0.06798125,0.06534375,0.06323125,0.06433125,0.06403125,0.06436875,0.064225,0.0281625,0.11851875
3aaa9224-2a9a-4554-a_10_0_1600_400_2000.png,0.0693,0.06229375,0.11404375,0.1146125,0.13481875,0.10155625,0.13610625,0.0,0.0
3aaa9224-2a9a-4554-a_10_320_1600_720_2000.png,0.0152625,0.02136875,0.02784375,0.02255,0.0493125,0.02396875,0.0235,0.00475625,0.0
3aaa9224-2a9a-4554-a_10_640_1600_1040_2000.png,0.15841875,0.22274375,0.227175,0.148725,0.2107125,0.14306875,0.143525,0.06545,0.0141875
3aaa9224-2a9a-4554-a_10_960_1600_1360_2000.png,0.1821875,0.2175125,0.1793,0.1491125,0.17865625,0.18475625,0.1578625,0.0598,0.01666875
3aaa9224-2a9a-4554-a_10_1280_1600_1680_2000.png,0.173325,0.22926875,0.20616875,0.1877,0.21225625,0.2026875,0.16465,0.022875,0.0
3aaa9224-2a9a-4554-a_10_1600_1600_2000_2000.png,0.2342625,0.22988125,0.20783125,0.21730625,0.245425,0.27331875,0.19720625,0.078525,0.16919375
3aaa9224-2a9a-4554-a_10_1648_1600_2048_2000.png,0.2365125,0.2495625,0.24958125,0.22904375,0.25389375,0.2880375,0.216725,0.0911375,0.14061875
3aaa9224-2a9a-4554-a_10_0_1648_400_2048.png,0.0693,0.112875,0.1206125,0.06579375,0.1390625,0.15319375,0.13353125,0.0,0.0071125
3aaa9224-2a9a-4554-a_10_320_1648_720_2048.png,0.0256,0.04585,0.03283125,0.03078125,0.0736875,0.03505625,0.0334,0.010175,0.0
3aaa9224-2a9a-4554-a_10_640_1648_1040_2048.png,0.238525,0.26716875,0.23596875,0.21051875,0.26905,0.21955,0.2060625,0.10601875,0.0120625
3aaa9224-2a9a-4554-a_10_960_1648_1360_2048.png,0.230925,0.26595625,0.24453125,0.20691875,0.24328125,0.26369375,0.20229375,0.0792125,0.036
3aaa9224-2a9a-4554-a_10_1280_1648_1680_2048.png,0.20368125,0.262,0.23914375,0.2075375,0.24265,0.234475,0.1973625,0.02755625,0.04679375
3aaa9224-2a9a-4554-a_10_1600_1648_2000_2048.png,0.2230125,0.222875,0.21028125,0.2070875,0.22575625,0.26630625,0.18739375,0.06154375,0.1928875
3aaa9224-2a9a-4554-a_10_1648_1648_2048_2048.png,0.22061875,0.23763125,0.2467,0.21003125,0.2373875,0.27650625,0.20196875,0.09208125,0.15968125
3f33d2e8-948c-4920-b_11_0_0_400_400.png,0.1082375,0.14791875,0.1362875,0.146675,0.1685875,0.19615625,0.151075,0.0762875,0.08975
3f33d2e8-948c-4920-b_11_320_0_720_400.png,0.11580625,0.17435625,0.13721875,0.1262625,0.17703125,0.17558125,0.0923,0.05764375,0.08015
3f33d2e8-948c-4920-b_11_640_0_1040_400.png,0.0671375,0.07043125,0.05823125,0.0525125,0.07019375,0.06403125,0.05190625,0.04023125,0.05635625
3f33d2e8-948c-4920-b_11_960_0_1360_400.png,0.04674375,0.09484375,0.096325,0.06599375,0.10218125,0.08516875,0.052475,0.02884375,0.12603125
3f33d2e8-948c-4920-b_11_1280_0_1680_400.png,0.06990625,0.14829375,0.10575625,0.0957625,0.12549375,0.1113875,0.09940625,0.01495,0.019975
3f33d2e8-948c-4920-b_11_1600_0_2000_400.png,0.08651875,0.05644375,0.091475,0.06759375,0.09399375,0.0682375,0.083575,0.0236875,0.0205
3f33d2e8-948c-4920-b_11_1648_0_2048_400.png,0.09920625,0.05735,0.0567375,0.058575,0.080975,0.06275,0.060475,0.03355,0.030025
3f33d2e8-948c-4920-b_11_0_320_400_720.png,0.18735625,0.20156875,0.1945875,0.18005625,0.192375,0.19515,0.18469375,0.16865625,0.16320625
3f33d2e8-948c-4920-b_11_320_320_720_720.png,0.26873125,0.30583125,0.26649375,0.2501875,0.28459375,0.29001875,0.24999375,0.21895,0.297275
3f33d2e8-948c-4920-b_11_640_320_1040_720.png,0.23883125,0.25319375,0.25074375,0.22195,0.238325,0.23491875,0.21299375,0.19295625,0.26145625
3f33d2e8-948c-4920-b_11_960_320_1360_720.png,0.20298125,0.21414375,0.2090625,0.19729375,0.2043125,0.20684375,0.20286875,0.1731375,0.23705
3f33d2e8-948c-4920-b_11_1280_320_1680_720.png,0.24661875,0.28550625,0.2496125,0.2395625,0.2453125,0.25125625,0.23755625,0.18748125,0.19045625
3f33d2e8-948c-4920-b_11_1600_320_2000_720.png,0.1685375,0.1363,0.12548125,0.1258375,0.13360625,0.1257875,0.1186875,0.10684375,0.16360625
3f33d2e8-948c-4920-b_11_1648_320_2048_720.png,0.17281875,0.13355625,0.131625,0.1234,0.13031875,0.13593125,0.1227375,0.10800625,0.1374
3f33d2e8-948c-4920-b_11_0_640_400_1040.png,0.1501125,0.14991875,0.1451,0.146175,0.1443375,0.14673125,0.14516875,0.144675,0.1659
3f33d2e8-948c-4920-b_11_320_640_720_1040.png,0.15424375,0.1557375,0.14915,0.1488625,0.15046875,0.1508625,0.14993125,0.1510625,0.191425
3f33d2e8-948c-4920-b_11_640_640_1040_1040.png,0.2527375,0.25999375,0.23545625,0.2472,0.2394875,0.259725,0.23775,0.23044375,0.2592
3f33d2e8-948c-4920-b_11_960_640_1360_1040.png,0.1831625,0.185325,0.17624375,0.17685625,0.17630625,0.1855625,0.18225,0.17199375,0.20218125
3f33d2e8-948c-4920-b_11_1280_640_1680_1040.png,0.14749375,0.1497,0.1452875,0.1451625,0.1454875,0.1469,0.14474375,0.14639375,0.1672375
3f33d2e8-948c-4920-b_11_1600_640_2000_1040.png,0.24056875,0.22650625,0.23198125,0.2321,0.24885,0.22620625,0.2367875,0.19865,0.20688125
3f33d2e8-948c-4920-b_11_1648_640_2048_1040.png,0.2424,0.2373,0.233225,0.21965625,0.25015625,0.24573125,0.23771875,0.1980375,0.20331875
3f33d2e8-948c-4920-b_11_0_960_400_1360.png,0.1079625,0.107325,0.10469375,0.1059125,0.10321875,0.10529375,0.105725,0.09700625,0.10250625
3f33d2e8-948c-4920-b_11_320_960_720_1360.png,0.10719375,0.1036375,0.1012375,0.103325,0.10205,0.1030375,0.10351875,0.094375,0.09344375
3f33d2e8-948c-4920-b_11_640_960_1040_1360.png,0.150525,0.1552375,0.14965625,0.14345625,0.157375,0.15418125,0.1468625,0.14426875,0.14615
3f33d2e8-948c-4920-b_11_960_960_1360_1360.png,0.13086875,0.12955,0.12610625,0.1267875,0.1254125,0.12905625,0.12715,0.12384375,0.13421875
3f33d2e8-948c-4920-b_11_1280_960_1680_1360.png,0.15065625,0.15906875,0.1554875,0.1500875,0.1528375,0.1558625,0.1525125,0.13539375,0.14054375
3f33d2e8-948c-4920-b_11_1600_960_2000_1360.png,0.294875,0.27385,0.2725,0.2521875,0.2661625,0.26693125,0.26068125,0.2229625,0.25741875
3f33d2e8-948c-4920-b_11_1648_960_2048_1360.png,0.30383125,0.28215,0.282575,0.2618625,0.277475,0.2768625,0.2594,0.232375,0.26423125
3f33d2e8-948c-4920-b_11_0_1280_400_1680.png,0.1944625,0.18026875,0.1896,0.176475,0.1798625,0.1861375,0.175925,0.14813125,0.2126375
3f33d2e8-948c-4920-b_11_320_1280_720_1680.png,0.08581875,0.08625625,0.08380625,0.08424375,0.0839625,0.08538125,0.0843875,0.0800875,0.09349375
3f33d2e8-948c-4920-b_11_640_1280_1040_1680.png,0.09291875,0.10059375,0.09009375,0.0913875,0.10645,0.09208125,0.09175,0.08595625,0.10538125
3f33d2e8-948c-4920-b_11_960_1280_1360_1680.png,0.12369375,0.12461875,0.12128125,0.1213375,0.12056875,0.122375,0.12148125,0.1145875,0.1427
3f33d2e8-948c-4920-b_11_1280_1280_1680_1680.png,0.17864375,0.170775,0.1634375,0.15285,0.1708375,0.1720125,0.1539625,0.138125,0.169725
3f33d2e8-948c-4920-b_11_1600_1280_2000_1680.png,0.238875,0.2484375,0.24633125,0.2273375,0.2338,0.23634375,0.217075,0.20120625,0.21391875
3f33d2e8-948c-4920-b_11_1648_1280_2048_1680.png,0.23116875,0.22570625,0.222275,0.22195,0.2317,0.2251625,0.2156625,0.1887375,0.2109
3f33d2e8-948c-4920-b_11_0_1600_400_2000.png,0.36939375,0.35593125,0.373825,0.33775625,0.3556125,0.35343125,0.34645625,0.2382875,0.36480625
3f33d2e8-948c-4920-b_11_320_1600_720_2000.png,0.17565625,0.1685375,0.1758,0.16501875,0.17273125,0.16526875,0.1652625,0.16543125,0.1806125
3f33d2e8-948c-4920-b_11_640_1600_1040_2000.png,0.24414375,0.238375,0.24089375,0.22826875,0.246075,0.2557125,0.22645625,0.2147875,0.28145
3f33d2e8-948c-4920-b_11_960_1600_1360_2000.png,0.183,0.1905375,0.17925625,0.17404375,0.1768875,0.1807125,0.1698,0.14379375,0.19460625
3f33d2e8-948c-4920-b_11_1280_1600_1680_2000.png,0.2739125,0.292475,0.2702,0.232175,0.25246875,0.2451375,0.216375,0.1747625,0.22658125
3f33d2e8-948c-4920-b_11_1600_1600_2000_2000.png,0.33414375,0.3182875,0.30441875,0.2916375,0.30800625,0.30999375,0.2774625,0.1884625,0.27194375
3f33d2e8-948c-4920-b_11_1648_1600_2048_2000.png,0.3061,0.30078125,0.2935875,0.29261875,0.289925,0.299375,0.29540625,0.2130625,0.2899125
3f33d2e8-948c-4920-b_11_0_1648_400_2048.png,0.37040625,0.3614125,0.37861875,0.3354,0.360775,0.36754375,0.34743125,0.217775,0.4195125
3f33d2e8-948c-4920-b_11_320_1648_720_2048.png,0.17681875,0.17301875,0.18094375,0.166375,0.17699375,0.178025,0.16994375,0.1515,0.1757375
3f33d2e8-948c-4920-b_11_640_1648_1040_2048.png,0.2616625,0.257275,0.2526875,0.2481625,0.266425,0.273325,0.24715625,0.19974375,0.262
3f33d2e8-948c-4920-b_11_960_1648_1360_2048.png,0.25511875,0.285325,0.26191875,0.2225625,0.2444,0.27156875,0.2348,0.1624125,0.2437875
3f33d2e8-948c-4920-b_11_1280_1648_1680_2048.png,0.3269,0.35055,0.31281875,0.27851875,0.29685625,0.28688125,0.2526,0.21913125,0.26260625
3f33d2e8-948c-4920-b_11_1600_1648_2000_2048.png,0.34136875,0.324625,0.3136,0.304,0.31508125,0.32751875,0.2809875,0.200225,0.30055625
3f33d2e8-948c-4920-b_11_1648_1648_2048_2048.png,0.308175,0.30099375,0.2966,0.30016875,0.290325,0.3108375,0.2837625,0.192675,0.29851875
3f46f1f4-a18f-4700-9_12_0_0_400_400.png,0.19235,0.18761875,0.21870625,0.15199375,0.2086875,0.19016875,0.15720625,0.09541875,0.0986125
3f46f1f4-a18f-4700-9_12_320_0_720_400.png,0.10679375,0.10470625,0.10941875,0.09136875,0.10075625,0.10216875,0.0867875,0.07900625,0.11766875
3f46f1f4-a18f-4700-9_12_640_0_1040_400.png,0.02979375,0.02125,0.021375,0.0228875,0.02195625,0.0332,0.02240625,0.00535625,0.03561875
3f46f1f4-a18f-4700-9_12_960_0_1360_400.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554375
3f46f1f4-a18f-4700-9_12_1280_0_1680_400.png,0.0,0.01591875,0.0145875,0.0163875,0.03433125,0.0138625,0.0151125,0.0098375,0.05388125
3f46f1f4-a18f-4700-9_12_1600_0_2000_400.png,0.0064,0.024975,0.0,0.0,0.0,0.0,0.0,0.006025,0.0
3f46f1f4-a18f-4700-9_12_1648_0_2048_400.png,0.0064,0.0336125,0.0,0.0,0.0,0.0,0.0,0.005425,0.0
3f46f1f4-a18f-4700-9_12_0_320_400_720.png,0.37700625,0.41680625,0.319225,0.2776125,0.35070625,0.35858125,0.25275625,0.2009875,0.38224375
3f46f1f4-a18f-4700-9_12_320_320_720_720.png,0.30638125,0.318675,0.31501875,0.29420625,0.33776875,0.32711875,0.2796375,0.2430125,0.35373125
3f46f1f4-a18f-4700-9_12_640_320_1040_720.png,0.16373125,0.1716375,0.16526875,0.1606125,0.1578125,0.15920625,0.15819375,0.12630625,0.16510625
3f46f1f4-a18f-4700-9_12_960_320_1360_720.png,0.07661875,0.078925,0.07735,0.0753625,0.076525,0.0780625,0.07698125,0.063675,0.1402375
3f46f1f4-a18f-4700-9_12_1280_320_1680_720.png,0.10908125,0.11099375,0.115325,0.1069375,0.10981875,0.10260625,0.10235625,0.06841875,0.11808125
3f46f1f4-a18f-4700-9_12_1600_320_2000_720.png,0.15814375,0.1606375,0.169075,0.15375,0.16865,0.1827625,0.15105,0.08769375,0.19044375
3f46f1f4-a18f-4700-9_12_1648_320_2048_720.png,0.17260625,0.18189375,0.1908375,0.16344375,0.18990625,0.19785,0.1655,0.1073625,0.17840625
3f46f1f4-a18f-4700-9_12_0_640_400_1040.png,0.38613125,0.41360625,0.37701875,0.351925,0.3942375,0.38405,0.31789375,0.26805625,0.36575
3f46f1f4-a18f-4700-9_12_320_640_720_1040.png,0.22060625,0.22315,0.21605625,0.214525,0.21903125,0.2207875,0.2159625,0.2127875,0.2569625
3f46f1f4-a18f-4700-9_12_640_640_1040_1040.png,0.1151875,0.1189,0.11538125,0.1128,0.12774375,0.13275625,0.13070625,0.11080625,0.1377125
3f46f1f4-a18f-4700-9_12_960_640_1360_1040.png,0.155575,0.1642125,0.16808125,0.143925,0.14941875,0.164425,0.143825,0.1327375,0.13893125
3f46f1f4-a18f-4700-9_12_1280_640_1680_1040.png,0.18106875,0.2018375,0.17795,0.1735625,0.19159375,0.17674375,0.17170625,0.15319375,0.17129375
3f46f1f4-a18f-4700-9_12_1600_640_2000_1040.png,0.139375,0.14241875,0.13858125,0.1394375,0.13791875,0.13926875,0.1393375,0.13884375,0.15781875
3f46f1f4-a18f-4700-9_12_1648_640_2048_1040.png,0.11398125,0.1168625,0.113475,0.11439375,0.11355,0.11428125,0.1212625,0.11438125,0.13498125
3f46f1f4-a18f-4700-9_12_0_960_400_1360.png,0.32308125,0.3226,0.2788125,0.291675,0.31020625,0.32890625,0.26686875,0.231175,0.3016875
3f46f1f4-a18f-4700-9_12_320_960_720_1360.png,0.07560625,0.0751125,0.073075,0.07300625,0.0728125,0.0737625,0.0732125,0.06714375,0.07600625
3f46f1f4-a18f-4700-9_12_640_960_1040_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04726875
3f46f1f4-a18f-4700-9_12_960_960_1360_1360.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064025
3f46f1f4-a18f-4700-9_12_1280_960_1680_1360.png,0.06268125,0.11740625,0.06195625,0.06191875,0.06204375,0.09346875,0.06143125,0.05613125,0.0570875
3f46f1f4-a18f-4700-9_12_1600_960_2000_1360.png,0.07175625,0.076475,0.07479375,0.06438125,0.0775375,0.0796375,0.07320625,0.059525,0.08300625
3f46f1f4-a18f-4700-9_12_1648_960_2048_1360.png,0.0686375,0.06683125,0.06855,0.06600625,0.08794375,0.06724375,0.066925,0.06150625,0.08869375
3f46f1f4-a18f-4700-9_12_0_1280_400_1680.png,0.19335,0.247875,0.2078125,0.15828125,0.1806,0.2035625,0.1699625,0.105275,0.16664375
3f46f1f4-a18f-4700-9_12_320_1280_720_1680.png,0.231725,0.19326875,0.21201875,0.1549,0.22598125,0.22134375,0.1972875,0.11478125,0.1373625
3f46f1f4-a18f-4700-9_12_640_1280_1040_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3f46f1f4-a18f-4700-9_12_960_1280_1360_1680.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
