Image,GT,mask_rcnn_R_50_C4,mask_rcnn_R_50_DC5,mask_rcnn_R_50_FPN,mask_rcnn_R_101_C4,mask_rcnn_R_101_DC5,mask_rcnn_R_101_FPN
2419f921-d9c8-4087-b_6_1600_640_2000_1040.png,5,5,5,5,5,5,5
2419f921-d9c8-4087-b_6_1648_640_2048_1040.png,5,5,5,5,5,5,5
2419f921-d9c8-4087-b_6_0_960_400_1360.png,10,11,10,10,10,10,9
2419f921-d9c8-4087-b_6_320_960_720_1360.png,9,9,9,9,9,9,9
2419f921-d9c8-4087-b_6_640_960_1040_1360.png,9,9,9,9,9,9,9
2419f921-d9c8-4087-b_6_960_960_1360_1360.png,11,12,12,11,12,12,11
2419f921-d9c8-4087-b_6_1280_960_1680_1360.png,6,6,6,6,6,6,6
2419f921-d9c8-4087-b_6_1600_960_2000_1360.png,1,0,0,0,0,0,0
2419f921-d9c8-4087-b_6_1648_960_2048_1360.png,1,0,0,0,0,0,0
2419f921-d9c8-4087-b_6_0_1280_400_1680.png,12,14,13,13,12,12,12
2419f921-d9c8-4087-b_6_320_1280_720_1680.png,8,8,8,8,8,8,8
2419f921-d9c8-4087-b_6_640_1280_1040_1680.png,15,15,15,15,15,15,15
2419f921-d9c8-4087-b_6_960_1280_1360_1680.png,12,13,13,12,13,14,12
2419f921-d9c8-4087-b_6_1280_1280_1680_1680.png,0,0,0,0,0,0,0
2419f921-d9c8-4087-b_6_1600_1280_2000_1680.png,0,0,0,0,0,0,0
2419f921-d9c8-4087-b_6_1648_1280_2048_1680.png,0,2,2,0,0,2,0
2419f921-d9c8-4087-b_6_0_1600_400_2000.png,7,7,7,8,7,6,6
2419f921-d9c8-4087-b_6_320_1600_720_2000.png,11,11,11,11,10,12,11
2419f921-d9c8-4087-b_6_640_1600_1040_2000.png,10,10,10,10,10,10,10
2419f921-d9c8-4087-b_6_960_1600_1360_2000.png,12,12,12,12,12,12,12
2419f921-d9c8-4087-b_6_1280_1600_1680_2000.png,8,7,7,7,7,7,7
2419f921-d9c8-4087-b_6_1600_1600_2000_2000.png,3,3,3,3,3,3,3
2419f921-d9c8-4087-b_6_1648_1600_2048_2000.png,3,3,3,3,3,3,3
2419f921-d9c8-4087-b_6_0_1648_400_2048.png,6,6,6,7,6,6,5
2419f921-d9c8-4087-b_6_320_1648_720_2048.png,15,15,15,15,15,16,16
2419f921-d9c8-4087-b_6_640_1648_1040_2048.png,14,15,15,14,15,15,14
2419f921-d9c8-4087-b_6_960_1648_1360_2048.png,14,14,14,14,14,14,14
2419f921-d9c8-4087-b_6_1280_1648_1680_2048.png,8,8,8,7,8,8,8
2419f921-d9c8-4087-b_6_1600_1648_2000_2048.png,5,5,5,5,6,6,6
2419f921-d9c8-4087-b_6_1648_1648_2048_2048.png,5,5,5,5,6,5,5
29b5d266-9ad5-4bd4-8_7_0_0_400_400.png,19,20,20,17,18,19,18
29b5d266-9ad5-4bd4-8_7_320_0_720_400.png,12,13,14,12,12,14,12
29b5d266-9ad5-4bd4-8_7_640_0_1040_400.png,11,11,12,12,11,13,12
29b5d266-9ad5-4bd4-8_7_960_0_1360_400.png,10,10,10,9,10,10,9
29b5d266-9ad5-4bd4-8_7_1280_0_1680_400.png,10,10,9,6,10,11,6
29b5d266-9ad5-4bd4-8_7_1600_0_2000_400.png,6,6,6,6,7,6,6
29b5d266-9ad5-4bd4-8_7_1648_0_2048_400.png,6,7,5,5,6,5,5
29b5d266-9ad5-4bd4-8_7_0_320_400_720.png,23,25,26,21,24,22,21
29b5d266-9ad5-4bd4-8_7_320_320_720_720.png,17,17,17,17,16,17,16
29b5d266-9ad5-4bd4-8_7_640_320_1040_720.png,13,13,13,13,13,13,13
29b5d266-9ad5-4bd4-8_7_960_320_1360_720.png,7,6,6,6,7,7,6
29b5d266-9ad5-4bd4-8_7_1280_320_1680_720.png,4,4,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_1600_320_2000_720.png,6,6,6,6,6,6,6
29b5d266-9ad5-4bd4-8_7_1648_320_2048_720.png,7,7,7,7,7,7,7
29b5d266-9ad5-4bd4-8_7_0_640_400_1040.png,17,19,18,18,18,18,17
29b5d266-9ad5-4bd4-8_7_320_640_720_1040.png,12,14,15,13,14,14,13
29b5d266-9ad5-4bd4-8_7_640_640_1040_1040.png,11,10,11,10,10,10,10
29b5d266-9ad5-4bd4-8_7_960_640_1360_1040.png,3,3,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1280_640_1680_1040.png,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_1600_640_2000_1040.png,4,4,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_1648_640_2048_1040.png,4,4,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_0_960_400_1360.png,6,6,5,5,6,6,5
29b5d266-9ad5-4bd4-8_7_320_960_720_1360.png,4,4,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_640_960_1040_1360.png,4,4,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_960_960_1360_1360.png,3,3,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1280_960_1680_1360.png,5,6,5,5,5,5,5
29b5d266-9ad5-4bd4-8_7_1600_960_2000_1360.png,9,10,10,9,9,9,9
29b5d266-9ad5-4bd4-8_7_1648_960_2048_1360.png,9,10,9,9,9,9,9
29b5d266-9ad5-4bd4-8_7_0_1280_400_1680.png,8,9,9,9,9,9,9
29b5d266-9ad5-4bd4-8_7_320_1280_720_1680.png,1,0,0,0,0,0,0
29b5d266-9ad5-4bd4-8_7_640_1280_1040_1680.png,0,0,0,0,0,0,0
29b5d266-9ad5-4bd4-8_7_960_1280_1360_1680.png,1,0,0,0,0,0,0
29b5d266-9ad5-4bd4-8_7_1280_1280_1680_1680.png,5,5,5,5,5,5,5
29b5d266-9ad5-4bd4-8_7_1600_1280_2000_1680.png,5,5,5,5,5,5,5
29b5d266-9ad5-4bd4-8_7_1648_1280_2048_1680.png,6,6,6,6,6,6,6
29b5d266-9ad5-4bd4-8_7_0_1600_400_2000.png,10,13,13,10,11,12,10
29b5d266-9ad5-4bd4-8_7_320_1600_720_2000.png,5,5,5,5,6,5,5
29b5d266-9ad5-4bd4-8_7_640_1600_1040_2000.png,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_960_1600_1360_2000.png,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_1280_1600_1680_2000.png,3,3,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1600_1600_2000_2000.png,4,5,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_1648_1600_2048_2000.png,4,5,4,4,4,4,4
29b5d266-9ad5-4bd4-8_7_0_1648_400_2048.png,8,11,11,8,11,9,8
29b5d266-9ad5-4bd4-8_7_320_1648_720_2048.png,5,5,5,5,6,5,5
29b5d266-9ad5-4bd4-8_7_640_1648_1040_2048.png,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_960_1648_1360_2048.png,2,2,2,2,2,2,2
29b5d266-9ad5-4bd4-8_7_1280_1648_1680_2048.png,1,0,0,0,0,0,0
29b5d266-9ad5-4bd4-8_7_1600_1648_2000_2048.png,3,4,3,3,3,3,3
29b5d266-9ad5-4bd4-8_7_1648_1648_2048_2048.png,3,4,3,3,3,3,3
310fdaa3-c65f-4cdc-b_8_0_0_400_400.png,9,9,10,9,9,9,9
310fdaa3-c65f-4cdc-b_8_320_0_720_400.png,12,12,12,12,12,12,12
310fdaa3-c65f-4cdc-b_8_640_0_1040_400.png,16,18,18,16,18,18,16
310fdaa3-c65f-4cdc-b_8_960_0_1360_400.png,15,17,18,15,18,19,15
310fdaa3-c65f-4cdc-b_8_1280_0_1680_400.png,12,12,12,12,13,12,12
310fdaa3-c65f-4cdc-b_8_1600_0_2000_400.png,15,17,16,15,17,16,16
310fdaa3-c65f-4cdc-b_8_1648_0_2048_400.png,16,18,18,16,18,17,17
310fdaa3-c65f-4cdc-b_8_0_320_400_720.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_320_320_720_720.png,5,5,5,5,5,5,5
310fdaa3-c65f-4cdc-b_8_640_320_1040_720.png,2,3,4,3,3,3,3
310fdaa3-c65f-4cdc-b_8_960_320_1360_720.png,5,5,6,6,5,5,4
310fdaa3-c65f-4cdc-b_8_1280_320_1680_720.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1600_320_2000_720.png,4,4,4,4,4,4,4
310fdaa3-c65f-4cdc-b_8_1648_320_2048_720.png,4,4,4,4,4,4,4
310fdaa3-c65f-4cdc-b_8_0_640_400_1040.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_320_640_720_1040.png,1,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_640_640_1040_1040.png,1,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_960_640_1360_1040.png,1,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1280_640_1680_1040.png,1,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1600_640_2000_1040.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_640_2048_1040.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_960_400_1360.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_320_960_720_1360.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_640_960_1040_1360.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_960_960_1360_1360.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1280_960_1680_1360.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1600_960_2000_1360.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_960_2048_1360.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_1280_400_1680.png,6,4,4,4,4,4,4
310fdaa3-c65f-4cdc-b_8_320_1280_720_1680.png,4,6,6,6,6,8,6
310fdaa3-c65f-4cdc-b_8_640_1280_1040_1680.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_960_1280_1360_1680.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1280_1280_1680_1680.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1600_1280_2000_1680.png,1,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_1280_2048_1680.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_1600_400_2000.png,10,7,8,7,9,9,7
310fdaa3-c65f-4cdc-b_8_320_1600_720_2000.png,8,13,11,8,12,12,10
310fdaa3-c65f-4cdc-b_8_640_1600_1040_2000.png,10,9,8,7,10,9,7
310fdaa3-c65f-4cdc-b_8_960_1600_1360_2000.png,10,8,8,7,8,8,8
310fdaa3-c65f-4cdc-b_8_1280_1600_1680_2000.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1600_1600_2000_2000.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_1600_2048_2000.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_0_1648_400_2048.png,9,6,7,7,8,8,6
310fdaa3-c65f-4cdc-b_8_320_1648_720_2048.png,8,11,10,7,10,10,9
310fdaa3-c65f-4cdc-b_8_640_1648_1040_2048.png,9,10,9,8,10,9,7
310fdaa3-c65f-4cdc-b_8_960_1648_1360_2048.png,10,9,8,8,9,9,8
310fdaa3-c65f-4cdc-b_8_1280_1648_1680_2048.png,2,2,2,2,2,2,2
310fdaa3-c65f-4cdc-b_8_1600_1648_2000_2048.png,0,0,0,0,0,0,0
310fdaa3-c65f-4cdc-b_8_1648_1648_2048_2048.png,0,0,0,0,0,0,0
339d6a4b-4d37-4471-9_9_0_0_400_400.png,15,14,15,14,15,15,13
339d6a4b-4d37-4471-9_9_320_0_720_400.png,9,11,11,9,10,10,7
339d6a4b-4d37-4471-9_9_640_0_1040_400.png,25,19,19,18,18,22,13
339d6a4b-4d37-4471-9_9_960_0_1360_400.png,2,4,3,4,3,3,3
339d6a4b-4d37-4471-9_9_1280_0_1680_400.png,2,4,2,2,3,3,2
339d6a4b-4d37-4471-9_9_1600_0_2000_400.png,14,14,20,12,14,14,10
339d6a4b-4d37-4471-9_9_1648_0_2048_400.png,15,17,21,14,18,19,12
339d6a4b-4d37-4471-9_9_0_320_400_720.png,28,28,28,24,28,27,24
339d6a4b-4d37-4471-9_9_320_320_720_720.png,25,25,23,21,24,22,19
339d6a4b-4d37-4471-9_9_640_320_1040_720.png,30,30,29,24,28,27,23
339d6a4b-4d37-4471-9_9_960_320_1360_720.png,22,25,23,22,23,24,21
339d6a4b-4d37-4471-9_9_1280_320_1680_720.png,32,31,29,27,31,31,26
339d6a4b-4d37-4471-9_9_1600_320_2000_720.png,28,34,37,28,37,36,28
339d6a4b-4d37-4471-9_9_1648_320_2048_720.png,30,38,41,28,36,38,28
339d6a4b-4d37-4471-9_9_0_640_400_1040.png,26,28,27,24,29,29,23
339d6a4b-4d37-4471-9_9_320_640_720_1040.png,39,39,42,33,41,41,33
339d6a4b-4d37-4471-9_9_640_640_1040_1040.png,34,35,34,30,32,31,30
339d6a4b-4d37-4471-9_9_960_640_1360_1040.png,36,42,38,32,36,39,29
339d6a4b-4d37-4471-9_9_1280_640_1680_1040.png,36,40,39,30,41,40,31
339d6a4b-4d37-4471-9_9_1600_640_2000_1040.png,23,29,30,22,28,29,23
339d6a4b-4d37-4471-9_9_1648_640_2048_1040.png,19,22,21,19,22,20,19
339d6a4b-4d37-4471-9_9_0_960_400_1360.png,33,33,36,29,35,33,27
339d6a4b-4d37-4471-9_9_320_960_720_1360.png,31,35,34,29,31,32,27
339d6a4b-4d37-4471-9_9_640_960_1040_1360.png,35,34,34,32,33,33,33
339d6a4b-4d37-4471-9_9_960_960_1360_1360.png,20,18,18,17,19,18,16
339d6a4b-4d37-4471-9_9_1280_960_1680_1360.png,22,24,24,20,25,26,22
339d6a4b-4d37-4471-9_9_1600_960_2000_1360.png,14,19,20,15,18,20,14
339d6a4b-4d37-4471-9_9_1648_960_2048_1360.png,13,15,16,13,15,15,11
339d6a4b-4d37-4471-9_9_0_1280_400_1680.png,32,34,34,33,33,34,32
339d6a4b-4d37-4471-9_9_320_1280_720_1680.png,32,35,35,34,33,36,33
339d6a4b-4d37-4471-9_9_640_1280_1040_1680.png,24,23,23,23,23,24,23
339d6a4b-4d37-4471-9_9_960_1280_1360_1680.png,11,15,15,14,14,16,14
339d6a4b-4d37-4471-9_9_1280_1280_1680_1680.png,19,19,19,17,17,18,15
339d6a4b-4d37-4471-9_9_1600_1280_2000_1680.png,26,25,23,23,23,24,24
339d6a4b-4d37-4471-9_9_1648_1280_2048_1680.png,21,22,20,21,20,21,21
339d6a4b-4d37-4471-9_9_0_1600_400_2000.png,43,44,42,36,41,43,34
339d6a4b-4d37-4471-9_9_320_1600_720_2000.png,48,42,39,36,43,41,35
339d6a4b-4d37-4471-9_9_640_1600_1040_2000.png,27,29,30,26,30,29,27
339d6a4b-4d37-4471-9_9_960_1600_1360_2000.png,31,34,32,31,36,34,30
339d6a4b-4d37-4471-9_9_1280_1600_1680_2000.png,38,36,32,29,32,33,30
339d6a4b-4d37-4471-9_9_1600_1600_2000_2000.png,41,39,37,31,37,38,31
339d6a4b-4d37-4471-9_9_1648_1600_2048_2000.png,37,36,35,33,35,35,32
339d6a4b-4d37-4471-9_9_0_1648_400_2048.png,42,43,44,35,42,44,34
339d6a4b-4d37-4471-9_9_320_1648_720_2048.png,42,36,35,30,40,37,28
339d6a4b-4d37-4471-9_9_640_1648_1040_2048.png,23,28,25,23,28,27,23
339d6a4b-4d37-4471-9_9_960_1648_1360_2048.png,27,28,27,25,29,29,25
339d6a4b-4d37-4471-9_9_1280_1648_1680_2048.png,33,33,30,27,29,31,27
339d6a4b-4d37-4471-9_9_1600_1648_2000_2048.png,38,35,36,35,36,36,33
339d6a4b-4d37-4471-9_9_1648_1648_2048_2048.png,36,38,38,35,38,37,33
3aaa9224-2a9a-4554-a_10_0_0_400_400.png,1,3,3,2,2,3,2
3aaa9224-2a9a-4554-a_10_320_0_720_400.png,4,5,5,4,4,5,5
3aaa9224-2a9a-4554-a_10_640_0_1040_400.png,9,11,11,10,10,11,11
3aaa9224-2a9a-4554-a_10_960_0_1360_400.png,10,13,12,10,11,12,11
3aaa9224-2a9a-4554-a_10_1280_0_1680_400.png,7,8,8,7,8,8,7
3aaa9224-2a9a-4554-a_10_1600_0_2000_400.png,8,8,9,7,7,8,7
3aaa9224-2a9a-4554-a_10_1648_0_2048_400.png,8,9,9,7,7,8,7
3aaa9224-2a9a-4554-a_10_0_320_400_720.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_320_720_720.png,2,2,2,2,2,2,2
3aaa9224-2a9a-4554-a_10_640_320_1040_720.png,5,5,5,5,5,5,5
3aaa9224-2a9a-4554-a_10_960_320_1360_720.png,12,12,12,12,12,12,12
3aaa9224-2a9a-4554-a_10_1280_320_1680_720.png,10,10,10,10,10,10,10
3aaa9224-2a9a-4554-a_10_1600_320_2000_720.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_320_2048_720.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_0_640_400_1040.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_640_720_1040.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_640_640_1040_1040.png,4,4,4,4,4,4,4
3aaa9224-2a9a-4554-a_10_960_640_1360_1040.png,3,3,3,3,3,3,3
3aaa9224-2a9a-4554-a_10_1280_640_1680_1040.png,2,2,2,2,2,2,2
3aaa9224-2a9a-4554-a_10_1600_640_2000_1040.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_640_2048_1040.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_0_960_400_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_960_720_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_640_960_1040_1360.png,1,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_960_960_1360_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1280_960_1680_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1600_960_2000_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1648_960_2048_1360.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_0_1280_400_1680.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_320_1280_720_1680.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_640_1280_1040_1680.png,1,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_960_1280_1360_1680.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1280_1280_1680_1680.png,0,0,0,0,0,0,0
3aaa9224-2a9a-4554-a_10_1600_1280_2000_1680.png,5,5,5,5,5,5,5
3aaa9224-2a9a-4554-a_10_1648_1280_2048_1680.png,5,5,5,5,5,5,5
3aaa9224-2a9a-4554-a_10_0_1600_400_2000.png,4,3,4,4,5,5,5
3aaa9224-2a9a-4554-a_10_320_1600_720_2000.png,2,3,4,3,5,3,3
3aaa9224-2a9a-4554-a_10_640_1600_1040_2000.png,12,14,15,12,15,12,12
3aaa9224-2a9a-4554-a_10_960_1600_1360_2000.png,16,18,17,13,17,17,13
3aaa9224-2a9a-4554-a_10_1280_1600_1680_2000.png,15,18,17,16,16,17,14
3aaa9224-2a9a-4554-a_10_1600_1600_2000_2000.png,18,18,17,17,20,22,16
3aaa9224-2a9a-4554-a_10_1648_1600_2048_2000.png,19,20,21,18,22,23,18
3aaa9224-2a9a-4554-a_10_0_1648_400_2048.png,4,4,4,3,5,6,5
3aaa9224-2a9a-4554-a_10_320_1648_720_2048.png,4,6,5,5,6,5,5
3aaa9224-2a9a-4554-a_10_640_1648_1040_2048.png,20,20,21,18,22,20,18
3aaa9224-2a9a-4554-a_10_960_1648_1360_2048.png,21,24,24,19,24,25,18
3aaa9224-2a9a-4554-a_10_1280_1648_1680_2048.png,18,21,20,17,20,20,17
3aaa9224-2a9a-4554-a_10_1600_1648_2000_2048.png,18,20,19,17,20,23,16
3aaa9224-2a9a-4554-a_10_1648_1648_2048_2048.png,18,21,22,17,22,23,17
3f33d2e8-948c-4920-b_11_0_0_400_400.png,18,21,20,20,23,24,19
3f33d2e8-948c-4920-b_11_320_0_720_400.png,20,22,18,17,24,23,14
3f33d2e8-948c-4920-b_11_640_0_1040_400.png,10,9,8,7,9,8,7
3f33d2e8-948c-4920-b_11_960_0_1360_400.png,7,10,11,8,11,9,6
3f33d2e8-948c-4920-b_11_1280_0_1680_400.png,7,11,9,8,10,9,7
3f33d2e8-948c-4920-b_11_1600_0_2000_400.png,7,6,8,7,8,7,7
3f33d2e8-948c-4920-b_11_1648_0_2048_400.png,8,8,7,7,10,8,7
3f33d2e8-948c-4920-b_11_0_320_400_720.png,26,25,25,22,26,25,23
3f33d2e8-948c-4920-b_11_320_320_720_720.png,35,35,31,29,33,33,29
3f33d2e8-948c-4920-b_11_640_320_1040_720.png,27,30,30,26,29,28,24
3f33d2e8-948c-4920-b_11_960_320_1360_720.png,20,22,22,20,21,21,20
3f33d2e8-948c-4920-b_11_1280_320_1680_720.png,22,26,24,21,22,24,21
3f33d2e8-948c-4920-b_11_1600_320_2000_720.png,15,15,14,14,15,14,13
3f33d2e8-948c-4920-b_11_1648_320_2048_720.png,15,15,15,14,15,15,14
3f33d2e8-948c-4920-b_11_0_640_400_1040.png,13,13,13,12,12,12,12
3f33d2e8-948c-4920-b_11_320_640_720_1040.png,18,17,17,16,17,16,16
3f33d2e8-948c-4920-b_11_640_640_1040_1040.png,27,29,28,28,28,29,27
3f33d2e8-948c-4920-b_11_960_640_1360_1040.png,19,20,19,19,19,20,20
3f33d2e8-948c-4920-b_11_1280_640_1680_1040.png,14,15,15,14,15,15,14
3f33d2e8-948c-4920-b_11_1600_640_2000_1040.png,24,22,23,22,24,22,22
3f33d2e8-948c-4920-b_11_1648_640_2048_1040.png,25,23,23,22,24,23,23
3f33d2e8-948c-4920-b_11_0_960_400_1360.png,7,7,7,7,7,7,7
3f33d2e8-948c-4920-b_11_320_960_720_1360.png,9,9,9,9,9,9,9
3f33d2e8-948c-4920-b_11_640_960_1040_1360.png,17,18,18,17,19,18,17
3f33d2e8-948c-4920-b_11_960_960_1360_1360.png,14,14,14,14,14,14,14
3f33d2e8-948c-4920-b_11_1280_960_1680_1360.png,15,17,18,17,17,17,16
3f33d2e8-948c-4920-b_11_1600_960_2000_1360.png,26,26,27,24,26,26,24
3f33d2e8-948c-4920-b_11_1648_960_2048_1360.png,29,28,30,26,29,29,24
3f33d2e8-948c-4920-b_11_0_1280_400_1680.png,20,19,20,18,20,21,18
3f33d2e8-948c-4920-b_11_320_1280_720_1680.png,9,9,9,9,9,9,9
3f33d2e8-948c-4920-b_11_640_1280_1040_1680.png,12,13,12,12,14,12,12
3f33d2e8-948c-4920-b_11_960_1280_1360_1680.png,13,13,13,13,13,13,13
3f33d2e8-948c-4920-b_11_1280_1280_1680_1680.png,20,19,20,18,22,21,17
3f33d2e8-948c-4920-b_11_1600_1280_2000_1680.png,21,21,21,19,20,21,18
3f33d2e8-948c-4920-b_11_1648_1280_2048_1680.png,19,18,18,18,19,18,17
3f33d2e8-948c-4920-b_11_0_1600_400_2000.png,37,33,36,31,34,33,32
3f33d2e8-948c-4920-b_11_320_1600_720_2000.png,21,20,22,20,21,20,20
3f33d2e8-948c-4920-b_11_640_1600_1040_2000.png,23,23,25,23,25,25,23
3f33d2e8-948c-4920-b_11_960_1600_1360_2000.png,20,21,21,19,20,20,18
3f33d2e8-948c-4920-b_11_1280_1600_1680_2000.png,33,33,32,28,29,30,26
3f33d2e8-948c-4920-b_11_1600_1600_2000_2000.png,34,32,31,30,32,31,27
3f33d2e8-948c-4920-b_11_1648_1600_2048_2000.png,32,31,31,31,31,31,30
3f33d2e8-948c-4920-b_11_0_1648_400_2048.png,38,36,37,33,36,35,32
3f33d2e8-948c-4920-b_11_320_1648_720_2048.png,20,21,23,20,22,22,21
3f33d2e8-948c-4920-b_11_640_1648_1040_2048.png,27,26,27,26,29,29,26
3f33d2e8-948c-4920-b_11_960_1648_1360_2048.png,26,27,26,23,26,28,23
3f33d2e8-948c-4920-b_11_1280_1648_1680_2048.png,39,37,35,32,32,33,29
3f33d2e8-948c-4920-b_11_1600_1648_2000_2048.png,36,35,35,33,34,35,28
3f33d2e8-948c-4920-b_11_1648_1648_2048_2048.png,35,33,34,33,32,34,29
3f46f1f4-a18f-4700-9_12_0_0_400_400.png,20,22,24,19,23,22,19
3f46f1f4-a18f-4700-9_12_320_0_720_400.png,14,15,16,13,15,15,13
3f46f1f4-a18f-4700-9_12_640_0_1040_400.png,4,4,4,4,4,5,4
3f46f1f4-a18f-4700-9_12_960_0_1360_400.png,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_1280_0_1680_400.png,0,2,2,2,3,2,2
3f46f1f4-a18f-4700-9_12_1600_0_2000_400.png,1,2,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_1648_0_2048_400.png,1,3,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_0_320_400_720.png,36,45,38,34,40,41,31
3f46f1f4-a18f-4700-9_12_320_320_720_720.png,30,36,35,33,37,36,32
3f46f1f4-a18f-4700-9_12_640_320_1040_720.png,20,21,21,20,20,20,20
3f46f1f4-a18f-4700-9_12_960_320_1360_720.png,10,10,10,10,10,10,10
3f46f1f4-a18f-4700-9_12_1280_320_1680_720.png,12,14,15,14,14,14,13
3f46f1f4-a18f-4700-9_12_1600_320_2000_720.png,16,19,20,18,20,21,18
3f46f1f4-a18f-4700-9_12_1648_320_2048_720.png,16,20,21,17,21,21,18
3f46f1f4-a18f-4700-9_12_0_640_400_1040.png,39,48,44,40,45,43,36
3f46f1f4-a18f-4700-9_12_320_640_720_1040.png,24,23,23,22,22,23,22
3f46f1f4-a18f-4700-9_12_640_640_1040_1040.png,13,13,12,13,13,14,13
3f46f1f4-a18f-4700-9_12_960_640_1360_1040.png,17,19,20,18,18,19,16
3f46f1f4-a18f-4700-9_12_1280_640_1680_1040.png,18,20,19,17,18,19,17
3f46f1f4-a18f-4700-9_12_1600_640_2000_1040.png,15,15,15,15,15,15,15
3f46f1f4-a18f-4700-9_12_1648_640_2048_1040.png,12,12,12,12,12,12,13
3f46f1f4-a18f-4700-9_12_0_960_400_1360.png,28,32,30,29,31,32,27
3f46f1f4-a18f-4700-9_12_320_960_720_1360.png,9,10,10,9,9,9,9
3f46f1f4-a18f-4700-9_12_640_960_1040_1360.png,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_960_960_1360_1360.png,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_1280_960_1680_1360.png,6,8,6,6,6,7,6
3f46f1f4-a18f-4700-9_12_1600_960_2000_1360.png,7,9,9,7,9,9,8
3f46f1f4-a18f-4700-9_12_1648_960_2048_1360.png,4,5,5,5,6,5,5
3f46f1f4-a18f-4700-9_12_0_1280_400_1680.png,17,20,22,16,19,21,17
3f46f1f4-a18f-4700-9_12_320_1280_720_1680.png,22,23,23,17,24,24,20
3f46f1f4-a18f-4700-9_12_640_1280_1040_1680.png,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_960_1280_1360_1680.png,0,0,0,0,0,0,0
3f46f1f4-a18f-4700-9_12_1280_1280_1680_1680.png,0,0,0,0,0,0,0
